,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,0.5713999999999999,-0.007900000000000018,-0.47,-0.9406000000000001,-0.7467999999999999,-0.9494,-0.5378000000000001,-0.9996,-0.9683999999999999,-0.9534,-0.9390000000000001,-0.9765999999999999,-0.6263000000000001,-0.6075999999999999,-0.9386000000000001,-0.942,-0.9636,-0.2946,-0.9898,-0.9836,-0.948,-0.952,-0.9510000000000001,-0.42839999999999995,-0.9671000000000001,-0.6026,0.8806,-0.9782,-0.7367999999999999,-0.988,-0.9885999999999999,-0.5471999999999999,1.0,0.9836,-0.6217999999999999
1,-0.5713999999999999,0.0,-1.0,-0.9998,-0.9228000000000001,-0.9398,-0.9992000000000001,-1.0,-0.9268000000000001,-0.9299999999999999,-0.9314,-0.9976,-0.998,-1.0,0.6175,0.05960000000000004,0.05259999999999998,-0.08479999999999999,-0.9101999999999999,-0.5566,-0.47080000000000005,-0.2098,-0.73,-0.7176,-0.2606,-1.0,-0.9695,-0.9996,0.45449999999999996,-0.9996,-0.5596000000000001,-0.5553999999999999,-0.5508,-0.637,-0.9807,-0.9756
2,0.007900000000000018,1.0,0.0,-0.007999999999999952,-0.9605999999999999,-0.40049999999999997,0.10919999999999996,0.7564,-0.9598,-0.9530000000000001,-0.9596,0.06919999999999998,-0.21340000000000003,-0.4268,-0.5647,-0.9978,-0.9936,-0.9902,0.5752,-0.5524,-0.5622,-0.20320000000000005,-0.19799999999999995,-0.2056,-0.1976,0.6921999999999999,0.8315,-0.43090000000000006,0.17619999999999997,-0.312,-0.5522,-0.5502,-0.5688,-0.5529999999999999,-0.9748000000000001,-0.9752000000000001
3,0.47,0.9998,0.007999999999999952,0.0,0.07,-0.5152,0.20070000000000005,0.3627,0.1668,0.2804,0.17379999999999995,-0.48900000000000005,-0.4894,-0.2603,0.9967999999999999,-0.49520000000000003,-0.6484000000000001,-0.6544000000000001,0.13079999999999997,-0.9630000000000001,-0.9738,-0.9965999999999999,-0.9876,-0.9830000000000001,-0.982,-0.8515999999999999,0.5551,-0.717,0.9907999999999999,-0.7791,0.9064000000000001,0.8939999999999999,-0.015200000000000047,0.0726,-0.18660000000000004,0.17219999999999996
4,0.9406000000000001,0.9228000000000001,0.9605999999999999,-0.07,0.0,-0.38820000000000005,0.9663999999999999,0.9998,0.1708,-0.026200000000000057,-0.016700000000000048,-0.2778,-0.13660000000000005,0.9964,0.9998,-0.4894,-0.6694,-0.6621999999999999,-0.9736,-0.9610000000000001,-0.9752000000000001,-0.9970000000000001,-0.9874999999999999,-0.9873999999999999,-0.9392,-0.9954000000000001,0.9996,1.0,0.9970000000000001,-0.8768,0.893,0.8721,0.5357,0.47280000000000005,-0.2902,-0.5868
5,0.7467999999999999,0.9398,0.40049999999999997,0.5152,0.38820000000000005,0.0,0.508,-0.9627,0.498,0.5858000000000001,0.49879999999999997,-0.16240000000000004,-0.16159999999999997,-0.6913,0.788,-0.18060000000000004,-0.38680000000000003,-0.3856,0.2709,-0.9028,-0.9306000000000001,-0.9890000000000001,-0.9625999999999999,-0.9510000000000001,-0.9503999999999999,-0.5601,-0.48899999999999993,-0.2731,0.986,-0.7336,0.9610000000000001,0.9614,0.5638000000000001,0.5972,0.4918,0.5156000000000001
6,0.9494,0.9992000000000001,-0.10919999999999996,-0.20070000000000005,-0.9663999999999999,-0.508,0.0,0.14420000000000005,-0.9508000000000001,-0.9356,-0.9525999999999999,-0.9984,-0.9956,-0.6846,0.9039,-0.9962,-0.9972000000000001,-0.9985999999999999,0.0010999999999999899,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8805000000000001,0.39629999999999993,-0.6751,0.6763999999999999,-0.9998,-0.46140000000000003,-0.4458,-0.7744,0.1412,-0.17619999999999997,-0.9545999999999999
7,0.5378000000000001,1.0,-0.7564,-0.3627,-0.9998,0.9627,-0.14420000000000005,0.0,-1.0,-1.0,-0.9998,-0.9428000000000001,-0.9770000000000001,-0.09509999999999996,0.7736000000000001,-0.946,-0.9430000000000001,-0.9632000000000001,0.9981,-0.9902,-0.9854,-0.9525999999999999,-0.9541999999999999,-0.9552,-0.9501999999999999,0.9884999999999999,0.35800000000000004,0.8982000000000001,-0.7493000000000001,-0.7529999999999999,-0.9885999999999999,-0.9847999999999999,-0.984,1.0,0.9836,-0.9219999999999999
8,0.9996,0.9268000000000001,0.9598,-0.1668,-0.1708,-0.498,0.9508000000000001,1.0,0.0,0.06760000000000005,-0.052000000000000046,-0.6852999999999999,-0.7051000000000001,0.9958,0.7649999999999999,-0.5416,-0.6014999999999999,-0.5454,-0.984,-0.2097,-0.2018,-0.0889,-0.9593,-0.9831,-0.9912000000000001,-0.9962,0.8628,1.0,0.935,-0.8795999999999999,0.5181,0.5744,0.831,1.0,1.0,-0.0826
9,0.9683999999999999,0.9299999999999999,0.9530000000000001,-0.2804,0.026200000000000057,-0.5858000000000001,0.9356,1.0,-0.06760000000000005,0.0,0.016099999999999948,-0.4257,-0.27780000000000005,0.9964,0.9985999999999999,-0.649,-0.7888,-0.7911999999999999,-0.9882,-0.9827999999999999,-0.9865999999999999,-0.9992000000000001,-0.9945,-0.9947999999999999,-0.9388,-0.998,1.0,1.0,0.9934000000000001,-0.9356,0.8228,0.9219,0.5892999999999999,0.5966,-0.051600000000000035,-0.7018
10,0.9534,0.9314,0.9596,-0.17379999999999995,0.016700000000000048,-0.49879999999999997,0.9525999999999999,0.9998,0.052000000000000046,-0.016099999999999948,0.0,-0.36169999999999997,-0.18880000000000002,0.9964,0.9994000000000001,-0.577,-0.7322,-0.7354,-0.9823999999999999,-0.9725999999999999,-0.9856,-0.9965999999999999,-0.9933,-0.9934000000000001,-0.9390999999999999,-0.996,1.0,1.0,0.9956,-0.9064000000000001,0.8602000000000001,0.8964,0.5875,0.5298,-0.18439999999999995,-0.6408
11,0.9390000000000001,0.9976,-0.06919999999999998,0.48900000000000005,0.2778,0.16240000000000004,0.9984,0.9428000000000001,0.6852999999999999,0.4257,0.36169999999999997,0.0,-0.015400000000000025,0.6002000000000001,1.0,0.039600000000000024,-0.16350000000000003,-0.16000000000000003,-0.8573999999999999,-0.4227,-0.4642,-0.25229999999999997,-0.9051,-0.9571,-0.9274,-0.9650000000000001,0.9508000000000001,0.9998,0.21480000000000005,-0.7150000000000001,0.9784,0.18,0.9486000000000001,0.9708000000000001,0.9998,-0.06020000000000003
12,0.9765999999999999,0.998,0.21340000000000003,0.4894,0.13660000000000005,0.16159999999999997,0.9956,0.9770000000000001,0.7051000000000001,0.27780000000000005,0.18880000000000002,0.015400000000000025,0.0,0.7634000000000001,1.0,0.06769999999999998,-0.16690000000000005,-0.15899999999999997,-0.867,-0.2237,-0.24009999999999998,0.033299999999999996,-0.8699,-0.9469,-0.9266000000000001,-0.9596,0.9778,1.0,0.463,-0.6556,0.9655,0.27569999999999995,0.9181999999999999,0.9426000000000001,0.9998,-0.1356
